_ID,0023
Time,Centre position X,Centre position Y,In platform,In nw quad,In ne quad,In sw quad,In se quad,In perimeter
0:00:00.000,,,0,1,0,0,0,0
0:00:00.095,1300.9,474.8,0,1,0,0,0,0
0:00:00.128,1298.1,474.8,0,1,0,0,0,0
0:00:00.195,1289.9,477.5,0,1,0,0,0,0
0:00:00.261,1281.7,480.3,0,1,0,0,0,0
0:00:00.328,1273.4,488.5,0,1,0,0,0,0
0:00:00.395,1267.9,494.0,0,1,0,0,0,0
0:00:00.461,1265.2,499.5,0,1,0,0,0,0
0:00:00.528,1262.5,510.5,0,1,0,0,0,0
0:00:00.595,1262.5,518.7,0,1,0,0,0,0
0:00:00.661,1265.2,526.9,0,1,0,0,0,0
0:00:00.728,1270.7,535.2,0,1,0,0,0,0
0:00:00.795,1276.2,535.2,0,1,0,0,0,0
0:00:00.861,1281.7,540.7,0,1,0,0,0,0
0:00:00.928,1289.9,540.7,0,1,0,0,0,0
0:00:00.995,1295.4,540.7,0,1,0,0,0,0
0:00:01.061,1303.6,540.7,0,1,0,0,0,0
0:00:01.128,1309.1,537.9,0,1,0,0,0,0
0:00:01.195,1320.1,535.2,0,1,0,0,0,0
0:00:01.260,1322.8,529.7,0,1,0,0,0,0
0:00:01.327,1328.3,524.2,0,1,0,0,0,0
0:00:01.395,1331.1,516.0,0,1,0,0,0,0
0:00:01.461,1333.8,507.7,0,1,0,0,0,0
0:00:01.528,1333.8,496.8,0,1,0,0,0,0
0:00:01.594,1333.8,491.3,0,1,0,0,0,0
0:00:01.661,1333.8,480.3,0,1,0,0,0,0
0:00:01.728,1331.1,469.3,0,1,0,0,0,0
0:00:01.794,1322.8,458.3,0,1,0,0,0,0
0:00:01.861,1317.4,447.4,0,1,0,0,0,0
0:00:01.927,1309.1,439.1,0,1,0,0,0,0
0:00:01.994,1303.6,430.9,0,1,0,0,0,0
0:00:02.061,1298.1,422.6,0,1,0,0,0,0
0:00:02.128,1292.6,414.4,0,1,0,0,0,0
0:00:02.194,1289.9,403.4,0,1,0,0,0,0
0:00:02.261,1281.7,395.2,0,1,0,0,0,0
0:00:02.328,1276.2,387.0,0,1,0,0,0,0
0:00:02.394,1270.7,378.7,0,1,0,0,0,0
0:00:02.461,1262.5,370.5,0,1,0,0,0,0
0:00:02.528,1259.7,365.0,0,1,0,0,0,0
0:00:02.594,1251.5,359.5,0,1,0,0,0,0
0:00:02.660,1248.7,351.3,0,1,0,0,0,0
0:00:02.728,1246.0,343.1,0,1,0,0,0,0
0:00:02.794,1240.5,334.8,0,1,0,0,0,0
0:00:02.861,1235.0,326.6,0,1,0,0,0,0
0:00:02.928,1226.8,318.4,0,1,0,0,0,0
0:00:02.994,1218.5,312.9,0,1,0,0,0,0
0:00:03.061,1207.6,307.4,0,1,0,0,0,0
0:00:03.127,1199.3,296.4,0,1,0,0,0,0
0:00:03.194,1188.4,290.9,0,1,0,0,0,0
0:00:03.261,1177.4,282.7,0,1,0,0,0,0
0:00:03.328,1166.4,279.9,0,1,0,0,0,0
0:00:03.394,1158.2,271.7,0,1,0,0,0,0
0:00:03.461,1144.4,269.0,0,1,0,0,0,0
0:00:03.528,1133.5,266.2,0,1,0,0,0,0
0:00:03.594,1122.5,263.5,0,1,0,0,0,0
0:00:03.661,1114.3,260.7,0,1,0,0,0,0
0:00:03.728,1103.3,258.0,0,1,0,0,0,0
0:00:03.794,1095.0,258.0,0,1,0,0,0,0
0:00:03.860,1084.1,255.2,0,1,0,0,0,0
0:00:03.926,1073.1,255.2,0,1,0,0,0,0
0:00:03.994,1064.9,255.2,0,1,0,0,0,0
0:00:04.061,1056.6,255.2,0,1,0,0,0,0
0:00:04.127,1045.6,255.2,0,1,0,0,0,0
0:00:04.194,1034.7,255.2,0,1,0,0,0,0
0:00:04.260,1026.4,258.0,0,1,0,0,0,0
0:00:04.327,1018.2,260.7,0,1,0,0,0,0
0:00:04.394,1010.0,260.7,0,1,0,0,0,0
0:00:04.461,999.0,263.5,0,1,0,0,0,0
0:00:04.527,990.8,266.2,0,1,0,0,0,0
0:00:04.594,985.3,269.0,0,1,0,0,0,0
0:00:04.661,977.0,269.0,0,0,0,1,0,0
0:00:04.694,971.5,271.7,0,0,0,1,0,0
0:00:04.761,963.3,271.7,0,0,0,1,0,0
0:00:04.826,957.8,274.4,0,0,0,1,0,0
0:00:04.894,952.3,277.2,0,0,0,1,0,0
0:00:04.961,944.1,282.7,0,0,0,1,0,0
0:00:05.027,935.9,288.2,0,0,0,1,0,0
0:00:05.094,927.6,293.7,0,0,0,1,0,0
0:00:05.161,919.4,299.1,0,0,0,1,0,0
0:00:05.226,911.2,304.6,0,0,0,1,0,0
0:00:05.294,902.9,310.1,0,0,0,1,0,0
0:00:05.361,900.2,312.9,0,0,0,1,0,0
0:00:05.427,889.2,315.6,0,0,0,1,0,0
0:00:05.494,881.0,318.4,0,0,0,1,0,0
0:00:05.561,872.7,323.8,0,0,0,1,0,0
0:00:05.627,867.3,329.3,0,0,0,1,0,0
0:00:05.694,859.0,332.1,0,0,0,1,0,0
0:00:05.760,853.5,337.6,0,0,0,1,0,0
0:00:05.827,845.3,340.3,0,0,0,1,0,0
0:00:05.894,834.3,345.8,0,0,0,1,0,0
0:00:05.961,826.1,348.5,0,0,0,1,0,0
0:00:06.027,817.9,354.0,0,0,0,1,0,0
0:00:06.093,812.4,359.5,0,0,0,1,0,0
0:00:06.159,804.1,362.3,0,0,0,1,0,0
0:00:06.227,798.6,362.3,0,0,0,1,0,0
0:00:06.293,793.2,359.5,0,0,0,1,0,0
0:00:06.360,790.4,362.3,0,0,0,1,0,0
0:00:06.427,787.7,365.0,0,0,0,1,0,0
0:00:06.494,782.2,370.5,0,0,0,1,0,0
0:00:06.559,779.4,376.0,0,0,0,1,0,0
0:00:06.627,776.7,381.5,0,0,0,1,0,0
0:00:06.693,776.7,384.2,1,0,0,0,0,0
0:00:06.727,773.9,384.2,1,0,0,0,0,0
0:00:06.793,773.9,384.2,1,0,0,0,0,0
0:00:06.860,773.9,387.0,1,0,0,0,0,0
0:00:06.926,776.7,387.0,1,0,0,0,0,0
0:00:06.994,776.7,387.0,1,0,0,0,0,0
0:00:07.060,776.7,387.0,1,0,0,0,0,0
0:00:07.127,776.7,387.0,1,0,0,0,0,0
0:00:07.194,776.7,384.2,1,0,0,0,0,0
0:00:07.259,779.4,387.0,1,0,0,0,0,0
0:00:07.326,779.4,387.0,1,0,0,0,0,0
0:00:07.394,779.4,389.7,1,0,0,0,0,0
0:00:07.460,779.4,389.7,1,0,0,0,0,0
0:00:07.527,779.4,389.7,1,0,0,0,0,0
0:00:07.594,779.4,389.7,1,0,0,0,0,0
0:00:07.660,779.4,389.7,1,0,0,0,0,0

